,Date,cumqty,Volume,avgprice,Open,Low,High,Close,sma,ema
20,2022-12-23 09:15:23,19.0,125300.0,6594.736842105263,6593.0,6593.0,6596.0,6596.0,,6592.150574861
21,2022-12-23 09:15:24,16.0,105507.0,6594.1875,6594.0,6593.0,6595.0,6594.0,,6592.260107155468
22,2022-12-23 09:15:25,24.0,158170.0,6590.416666666667,6592.0,6589.0,6593.0,6590.0,,6592.164551057755
23,2022-12-23 09:15:26,11.0,72480.0,6589.090909090909,6590.0,6589.0,6590.0,6589.0,,6592.010680098796
24,2022-12-23 09:15:27,17.0,112006.0,6588.588235294118,6589.0,6588.0,6589.0,6588.0,,6591.844928104261
25,2022-12-23 09:15:28,11.0,72453.0,6586.636363636364,6587.0,6586.0,6587.0,6586.0,,6591.600503508925
26,2022-12-23 09:15:29,39.0,256849.0,6585.871794871795,6586.0,6585.0,6586.0,6586.0,,6591.339635230679
27,2022-12-23 09:15:30,13.0,85606.0,6585.076923076923,6586.0,6585.0,6586.0,6585.0,,6591.062525980359
28,2022-12-23 09:15:31,8.0,52673.0,6584.125,6584.0,6584.0,6585.0,6585.0,,6590.763876511049
29,2022-12-23 09:15:32,8.0,52672.0,6584.0,6584.0,6584.0,6584.0,6584.0,,6590.480262108371
30,2022-12-23 09:15:33,27.0,177814.0,6585.7037037037035,6584.0,6584.0,6586.0,6585.0,,6590.284964807601
31,2022-12-23 09:15:34,7.0,46088.0,6584.0,6584.0,6583.0,6585.0,6585.0,,6590.034137434053
32,2022-12-23 09:15:35,11.0,72423.0,6583.909090909091,6585.0,6583.0,6585.0,6583.0,,6589.7953084804485
33,2022-12-23 09:15:36,5.0,32912.0,6582.4,6582.0,6582.0,6583.0,6583.0,,6589.513321781414
34,2022-12-23 09:15:37,12.0,78996.0,6583.0,6582.0,6582.0,6584.0,6584.0,,6589.270249338952
35,2022-12-23 09:15:38,3.0,19752.0,6584.0,6584.0,6584.0,6584.0,6584.0,,6589.077598830131
36,2022-12-23 09:15:39,31.0,204148.0,6585.419354838709,6584.0,6584.0,6587.0,6587.0,,6588.946516850676
37,2022-12-23 09:15:40,6.0,39524.0,6587.333333333333,6587.0,6587.0,6588.0,6587.0,,6588.889815543773
38,2022-12-23 09:15:41,54.0,355594.0,6585.074074074074,6586.0,6584.0,6586.0,6585.0,,6588.758166299261
39,2022-12-23 09:15:42,5.0,32930.0,6586.0,6585.0,6585.0,6587.0,6587.0,,6588.664697652891
40,2022-12-23 09:15:43,12.0,79047.0,6587.25,6587.0,6586.0,6588.0,6586.0,,6588.617580715004
41,2022-12-23 09:15:44,7.0,46094.0,6584.857142857143,6585.0,6584.0,6585.0,6585.0,,6588.4944210418935
42,2022-12-23 09:15:45,13.0,85609.0,6585.307692307692,6585.0,6585.0,6586.0,6586.0,,6588.3917309581375
43,2022-12-23 09:15:46,19.0,125177.0,6588.263157894737,6587.0,6587.0,6590.0,6590.0,,6588.38765234978
44,2022-12-23 09:15:47,10.0,65906.0,6590.6,6589.0,6589.0,6592.0,6592.0,,6588.45677314721
45,2022-12-23 09:15:48,11.0,72516.0,6592.363636363636,6592.0,6592.0,6593.0,6593.0,,6588.577049936108
46,2022-12-23 09:15:49,11.0,72526.0,6593.272727272727,6592.0,6592.0,6594.0,6594.0,,6588.719560087184
47,2022-12-23 09:15:50,9.0,59339.0,6593.222222222223,6593.0,6593.0,6594.0,6594.0,,6588.8543315366405
48,2022-12-23 09:15:52,10.0,65925.0,6592.5,6593.0,6591.0,6593.0,6591.0,,6588.96199433112
49,2022-12-23 09:15:54,16.0,105450.0,6590.625,6591.0,6590.0,6591.0,6590.0,,6589.010468848104
50,2022-12-23 09:15:55,5.0,32940.0,6588.0,6588.0,6588.0,6588.0,6588.0,,6588.981385917498
51,2022-12-23 09:15:56,17.0,111981.0,6587.117647058823,6587.0,6587.0,6588.0,6588.0,,6588.928400881558
52,2022-12-23 09:15:58,17.0,112017.0,6589.235294117647,6588.0,6588.0,6593.0,6593.0,,6588.937021919036
53,2022-12-23 09:15:59,3.0,19776.0,6592.0,6592.0,6592.0,6592.0,6592.0,,6589.022070146091
54,2022-12-23 09:16:00,2.0,13186.0,6593.0,6593.0,6593.0,6593.0,6593.0,,6589.1312813286495
55,2022-12-23 09:16:01,9.0,59325.0,6591.666666666667,6592.0,6591.0,6592.0,6591.0,,6589.200127005954
56,2022-12-23 09:16:03,17.0,111986.0,6587.411764705882,6589.0,6587.0,6589.0,6588.0,,6589.152082918142
57,2022-12-23 09:16:04,46.0,303001.0,6586.978260869565,6588.0,6586.0,6588.0,6587.0,,6589.094288698299
58,2022-12-23 09:16:05,8.0,52688.0,6586.0,6586.0,6586.0,6586.0,6586.0,,6589.012852613179
59,2022-12-23 09:16:06,88.0,579371.0,6583.761363636364,6585.0,6581.0,6585.0,6583.0,6589.131595054889,6588.876001132901
60,2022-12-23 09:16:07,6.0,39504.0,6584.0,6585.0,6583.0,6585.0,6583.0,6589.348261721555,6588.750151179912
61,2022-12-23 09:16:08,7.0,46080.0,6582.857142857143,6582.0,6582.0,6583.0,6583.0,6589.2103252136185,6588.599471094395
62,2022-12-23 09:16:10,9.0,59256.0,6584.0,6584.0,6584.0,6584.0,6584.0,6588.981679380286,6588.482935164487
63,2022-12-23 09:16:11,28.0,184493.0,6589.035714285715,6585.0,6585.0,6592.0,6592.0,6588.869774618381,6588.496816677135
64,2022-12-23 09:16:12,73.0,481218.0,6592.027397260274,6591.0,6590.0,6593.0,6593.0,6588.892200936356,6588.584711072665
65,2022-12-23 09:16:13,25.0,164859.0,6594.36,6593.0,6593.0,6595.0,6594.0,6588.957396338654,6588.727275812541
66,2022-12-23 09:16:14,39.0,257044.0,6590.871794871795,6593.0,6589.0,6593.0,6589.0,6588.948910380169,6588.779778563593
67,2022-12-23 09:16:15,24.0,158194.0,6591.416666666667,6589.0,6589.0,6594.0,6593.0,6588.9895585283175,6588.843817636778
68,2022-12-23 09:16:16,2.0,13186.0,6593.0,6593.0,6593.0,6593.0,6593.0,6589.060526270253,6588.9439636714515
69,2022-12-23 09:16:17,6.0,39558.0,6593.0,6594.0,6592.0,6594.0,6592.0,6589.119785529512,6589.040949610857
70,2022-12-23 09:16:18,3.0,19774.0,6591.333333333333,6591.0,6591.0,6592.0,6592.0,6589.1557504417915,6589.095354936628
71,2022-12-23 09:16:19,8.0,52714.0,6589.25,6590.0,6589.0,6590.0,6589.0,6589.066934652318,6589.098998398565
72,2022-12-23 09:16:20,8.0,52720.0,6590.0,6590.0,6590.0,6590.0,6590.0,6588.999367084751,6589.120075086949
73,2022-12-23 09:16:21,4.0,26368.0,6592.0,6592.0,6592.0,6592.0,6592.0,6588.987048244171,6589.186975516832
74,2022-12-23 09:16:22,10.0,65902.0,6590.2,6593.0,6589.0,6593.0,6590.0,6588.938831189907,6589.210348209213
75,2022-12-23 09:16:23,3.0,19769.0,6589.666666666667,6590.0,6589.0,6590.0,6590.0,6588.877720078796,6589.220806625815
76,2022-12-23 09:16:24,9.0,59312.0,6590.222222222223,6590.0,6590.0,6592.0,6592.0,6588.810590449167,6589.243609384699
77,2022-12-23 09:16:25,5.0,32960.0,6592.0,6592.0,6592.0,6592.0,6592.0,6588.7209237825,6589.30597612828
78,2022-12-23 09:16:26,4.0,26380.0,6595.0,6595.0,6595.0,6595.0,6595.0,6588.696479338056,6589.434012430379
79,2022-12-23 09:16:27,5.0,32970.0,6594.0,6594.0,6594.0,6594.0,6594.0,6588.687388428964,6589.53606186219
80,2022-12-23 09:16:28,3.0,19779.0,6593.0,6593.0,6593.0,6593.0,6593.0,6588.658441060544,6589.613022171502
81,2022-12-23 09:16:30,1.0,6593.0,6593.0,6593.0,6593.0,6593.0,6593.0,6588.638649393877,6589.68783687844
82,2022-12-23 09:16:31,11.0,72523.0,6593.0,6593.0,6593.0,6593.0,6593.0,6588.681704949432,6589.760584674799
83,2022-12-23 09:16:32,12.0,79118.0,6593.166666666667,6593.0,6593.0,6594.0,6594.0,6588.749634242361,6589.834980873664
84,2022-12-23 09:16:33,10.0,65933.0,6593.3,6593.0,6593.0,6594.0,6594.0,6588.828163654126,6589.910254243478
85,2022-12-23 09:16:34,18.0,118645.0,6591.388888888889,6593.0,6589.0,6593.0,6589.0,6588.907372408335,6589.942205489931
86,2022-12-23 09:16:35,12.0,79092.0,6591.0,6591.0,6591.0,6591.0,6591.0,6588.992842493805,6589.964944376807
87,2022-12-23 09:16:36,10.0,65928.0,6592.8,6592.0,6592.0,6593.0,6593.0,6589.121560442522,6590.025578748189
88,2022-12-23 09:16:37,7.0,46163.0,6594.714285714285,6595.0,6594.0,6595.0,6594.0,6589.298048537761,6590.125359541112
89,2022-12-23 09:16:38,19.0,125381.0,6599.0,6597.0,6597.0,6600.0,6599.0,6589.548048537761,6590.313302958568
90,2022-12-23 09:16:39,20.0,131937.0,6596.85,6597.0,6596.0,6598.0,6597.0,6589.7338201427,6590.451075268053
91,2022-12-23 09:16:40,5.0,32981.0,6596.2,6596.0,6596.0,6597.0,6597.0,6589.937153476033,6590.571679075575
92,2022-12-23 09:16:41,4.0,26378.0,6594.5,6595.0,6594.0,6595.0,6595.0,6590.113668627548,6590.653713218169
93,2022-12-23 09:16:42,18.0,118712.0,6595.111111111111,6595.0,6594.0,6596.0,6595.0,6590.3255204793995,6590.746379933328
94,2022-12-23 09:16:43,11.0,72534.0,6594.0,6594.0,6594.0,6594.0,6594.0,6590.508853812733,6590.813724759832
95,2022-12-23 09:16:44,1.0,6593.0,6593.0,6593.0,6593.0,6593.0,6593.0,6590.6588538127335,6590.8587832481735
96,2022-12-23 09:16:47,1.0,6594.0,6594.0,6594.0,6594.0,6594.0,6594.0,6590.801864565422,6590.9232509867015
97,2022-12-23 09:16:48,10.0,65930.0,6593.0,6593.0,6593.0,6593.0,6593.0,6590.896309009866,6590.965697177054
98,2022-12-23 09:16:49,76.0,501445.0,6597.960526315789,6594.0,6594.0,6599.0,6597.0,6591.111083213895,6591.108086851406
99,2022-12-23 09:16:50,20.0,131978.0,6598.9,6599.0,6598.0,6600.0,6599.0,6591.326083213894,6591.266076193953
100,2022-12-23 09:16:51,9.0,59384.0,6598.222222222223,6599.0,6598.0,6599.0,6598.0,6591.508953584265,6591.406573967609
101,2022-12-23 09:16:52,2.0,13197.0,6598.5,6599.0,6598.0,6599.0,6598.0,6591.736334536646,6591.5493015095935
102,2022-12-23 09:16:53,5.0,32987.0,6597.4,6598.0,6597.0,6598.0,6597.0,6591.9378729981845,6591.666586805608
103,2022-12-23 09:16:54,18.0,118745.0,6596.944444444444,6597.0,6596.0,6597.0,6597.0,6592.082561107347,6591.772003638526
104,2022-12-23 09:16:55,22.0,145093.0,6595.136363636364,6596.0,6594.0,6596.0,6595.0,6592.158167167951,6591.838961684012
105,2022-12-23 09:16:56,6.0,39575.0,6595.833333333333,6596.0,6595.0,6596.0,6596.0,6592.215995450781,6591.91818036859
106,2022-12-23 09:16:58,2.0,13195.0,6597.5,6598.0,6597.0,6598.0,6597.0,6592.286449996234,6592.028502824227
107,2022-12-23 09:16:59,46.0,303444.0,6596.608695652174,6596.0,6595.0,6598.0,6597.0,6592.342891220067,6592.118724371143
108,2022-12-23 09:17:00,6.0,39581.0,6596.833333333333,6596.0,6596.0,6597.0,6597.0,6592.41511344229,6592.211287774297
109,2022-12-23 09:17:01,2.0,13198.0,6599.0,6599.0,6599.0,6599.0,6599.0,6592.554696775624,6592.344142268682
110,2022-12-23 09:17:02,2.0,13198.0,6599.0,6599.0,6599.0,6599.0,6599.0,6592.738030108957,6592.473984373086
111,2022-12-23 09:17:03,21.0,138544.0,6597.333333333333,6598.0,6596.0,6598.0,6596.0,6592.908291546864,6592.568485958388
112,2022-12-23 09:17:04,4.0,26388.0,6597.0,6597.0,6597.0,6597.0,6597.0,6593.03770331157,6592.654404886591
113,2022-12-23 09:17:05,15.0,98963.0,6597.533333333334,6597.0,6597.0,6598.0,6598.0,6593.129925533793,6592.74871592395
114,2022-12-23 09:17:06,6.0,39594.0,6599.0,6599.0,6599.0,6599.0,6599.0,6593.229925533792,6592.869201130418
115,2022-12-23 09:17:07,10.0,66008.0,6600.8,6600.0,6600.0,6602.0,6601.0,6593.382147756015,6593.021617761137
116,2022-12-23 09:17:08,5.0,33016.0,6603.2,6602.0,6602.0,6605.0,6605.0,6593.645285010917,6593.216678146652
117,2022-12-23 09:17:09,7.0,46225.0,6603.571428571428,6604.0,6603.0,6604.0,6603.0,6593.921837805948,6593.414570176906
118,2022-12-23 09:17:10,6.0,39612.0,6602.0,6602.0,6602.0,6602.0,6602.0,6594.188504472614,6593.578203590889
119,2022-12-23 09:17:11,4.0,26416.0,6604.0,6604.0,6604.0,6604.0,6604.0,6594.525815078675,6593.776308961765
120,2022-12-23 09:17:12,3.0,19809.0,6603.0,6603.0,6603.0,6603.0,6603.0,6594.842481745342,6593.951182492761
121,2022-12-23 09:17:13,3.0,19807.0,6602.333333333333,6601.0,6601.0,6603.0,6603.0,6595.167084919945,6594.109694421199
122,2022-12-23 09:17:17,1.0,6602.0,6602.0,6602.0,6602.0,6602.0,6602.0,6595.467084919946,6594.258530583965
123,2022-12-23 09:17:19,3.0,19800.0,6600.0,6600.0,6600.0,6600.0,6600.0,6595.649823015183,6594.36656607033
124,2022-12-23 09:17:20,4.0,26395.0,6598.75,6599.0,6598.0,6599.0,6598.0,6595.761866394179,6594.448848424355
125,2022-12-23 09:17:23,12.0,79203.0,6600.25,6600.0,6600.0,6601.0,6600.0,6595.860033060846,6594.557484740713
126,2022-12-23 09:17:25,1.0,6601.0,6601.0,6601.0,6601.0,6601.0,6601.0,6596.028836479649,6594.67785082753
127,2022-12-23 09:17:26,3.0,19803.0,6601.0,6601.0,6601.0,6601.0,6601.0,6596.188558701871,6594.795698275023
128,2022-12-23 09:17:27,12.0,79197.0,6599.75,6600.0,6599.0,6600.0,6599.0,6596.301058701871,6594.887841443775
129,2022-12-23 09:17:28,1.0,6600.0,6600.0,6600.0,6600.0,6600.0,6600.0,6596.4177253685375,6594.982711326745
130,2022-12-23 09:17:30,13.0,85794.0,6599.538461538462,6599.0,6599.0,6600.0,6600.0,6596.5544775052895,6595.067072973005
131,2022-12-23 09:17:31,3.0,19797.0,6599.0,6599.0,6599.0,6599.0,6599.0,6596.71697750529,6595.139747044346
132,2022-12-23 09:17:32,5.0,32990.0,6598.0,6598.0,6598.0,6598.0,6598.0,6596.850310838623,6595.1924898850175
133,2022-12-23 09:17:33,7.0,46186.0,6598.0,6598.0,6598.0,6598.0,6598.0,6596.950310838623,6595.24415442144
134,2022-12-23 09:17:34,13.0,85748.0,6596.0,6597.0,6595.0,6597.0,6595.0,6597.04697750529,6595.2580358045425
135,2022-12-23 09:17:35,8.0,52778.0,6597.25,6597.0,6597.0,6598.0,6598.0,6597.1733663941795,6595.294546965081
136,2022-12-23 09:17:36,1.0,6598.0,6598.0,6598.0,6598.0,6598.0,6598.0,6597.302996023808,6595.344040015521
137,2022-12-23 09:17:38,1.0,6599.0,6599.0,6599.0,6599.0,6599.0,6599.0,6597.419662690475,6595.410794603434
138,2022-12-23 09:17:40,3.0,19795.0,6598.333333333333,6599.0,6598.0,6599.0,6598.0,6597.475218246031,6595.464058197165
139,2022-12-23 09:17:42,3.0,19794.0,6598.0,6598.0,6598.0,6598.0,6598.0,6597.541884912697,6595.510191517899
140,2022-12-23 09:17:44,10.0,65975.0,6597.5,6598.0,6597.0,6598.0,6597.0,6597.616884912697,6595.546324715908
141,2022-12-23 09:17:45,6.0,39580.0,6596.666666666667,6597.0,6596.0,6597.0,6597.0,6597.677996023808,6595.566633296361
142,2022-12-23 09:17:46,6.0,39594.0,6599.0,6599.0,6599.0,6599.0,6599.0,6597.777996023809,6595.6287626568155
143,2022-12-23 09:17:47,2.0,13196.0,6598.0,6598.0,6598.0,6598.0,6598.0,6597.858551579364,6595.671599064359
144,2022-12-23 09:17:51,3.0,19794.0,6598.0,6598.0,6598.0,6598.0,6598.0,6597.936884912697,6595.713591439359
145,2022-12-23 09:17:53,4.0,26390.0,6597.5,6598.0,6597.0,6598.0,6597.0,6598.038736764549,6595.745756264294
146,2022-12-23 09:17:55,8.0,52779.0,6597.375,6597.0,6597.0,6598.0,6597.0,6598.144986764549,6595.7750440813215
147,2022-12-23 09:17:56,3.0,19794.0,6598.0,6598.0,6598.0,6598.0,6598.0,6598.231653431216,6595.814977405128
148,2022-12-23 09:17:57,1.0,6598.0,6598.0,6598.0,6598.0,6598.0,6598.0,6598.286415335978,6595.854133142377
149,2022-12-23 09:17:58,1.0,6598.0,6598.0,6598.0,6598.0,6598.0,6598.0,6598.2697486693105,6595.89252859126
150,2022-12-23 09:18:01,6.0,39582.0,6597.0,6597.0,6597.0,6597.0,6597.0,6598.272248669311,6595.912314629718
151,2022-12-23 09:18:04,12.0,79124.0,6593.666666666667,6594.0,6593.0,6595.0,6594.0,6598.230026447089,6595.872252967382
152,2022-12-23 09:18:07,5.0,32977.0,6595.4,6595.0,6595.0,6596.0,6596.0,6598.245026447088,6595.863840287901
153,2022-12-23 09:18:10,2.0,13192.0,6596.0,6596.0,6596.0,6596.0,6596.0,6598.259841261903,6595.866262386406
154,2022-12-23 09:18:11,1.0,6595.0,6595.0,6595.0,6595.0,6595.0,6595.0,6598.27650792857,6595.850874211194
155,2022-12-23 09:18:12,1.0,6597.0,6597.0,6597.0,6597.0,6597.0,6597.0,6598.343174595237,6595.871259199814
156,2022-12-23 09:18:13,8.0,52775.0,6596.875,6596.0,6596.0,6598.0,6598.0,6598.391091261903,6595.889041185675
157,2022-12-23 09:18:14,17.0,112143.0,6596.64705882353,6596.0,6596.0,6597.0,6597.0,6598.451875575629,6595.902452276931
158,2022-12-23 09:18:15,9.0,59382.0,6598.0,6598.0,6598.0,6598.0,6598.0,6598.452533470366,6595.939514624761
159,2022-12-23 09:18:16,1.0,6597.0,6597.0,6597.0,6597.0,6597.0,6597.0,6598.4208668037,6595.958228855741
160,2022-12-23 09:18:21,4.0,26393.0,6598.25,6598.0,6598.0,6599.0,6599.0,6598.421329766662,6595.998620779667
161,2022-12-23 09:18:24,8.0,52796.0,6599.5,6599.0,6599.0,6600.0,6600.0,6598.437996433329,6596.060255867047
162,2022-12-23 09:18:27,13.0,85793.0,6599.461538461538,6600.0,6599.0,6600.0,6599.0,6598.472355407688,6596.120056606987
163,2022-12-23 09:18:28,1.0,6599.0,6599.0,6599.0,6599.0,6599.0,6599.0,6598.506614666946,6596.170631153013
164,2022-12-23 09:18:32,12.0,79206.0,6600.5,6601.0,6600.0,6601.0,6601.0,6598.596008606341,6596.246570329371
165,2022-12-23 09:18:36,17.0,112203.0,6600.176470588235,6602.0,6599.0,6602.0,6601.0,6598.668394227256,6596.315423660991
166,2022-12-23 09:18:37,11.0,72604.0,6600.363636363636,6602.0,6600.0,6602.0,6600.0,6598.716121499983,6596.386270031989
167,2022-12-23 09:18:38,1.0,6601.0,6601.0,6601.0,6601.0,6601.0,6601.0,6598.789309905781,6596.466924024101
168,2022-12-23 09:18:40,1.0,6600.0,6600.0,6600.0,6600.0,6600.0,6600.0,6598.842087683558,6596.528619664903
169,2022-12-23 09:18:41,10.0,65994.0,6599.4,6599.0,6599.0,6600.0,6599.0,6598.848754350225,6596.578707040007
170,2022-12-23 09:18:45,7.0,46204.0,6600.571428571428,6600.0,6600.0,6601.0,6601.0,6598.874944826415,6596.648281638598
171,2022-12-23 09:18:47,6.0,39613.0,6602.166666666667,6602.0,6602.0,6603.0,6603.0,6598.9555003819705,6596.744342342038
172,2022-12-23 09:18:52,7.0,46221.0,6603.0,6603.0,6603.0,6603.0,6603.0,6599.055500381971,6596.853126738659
173,2022-12-23 09:18:53,4.0,26416.0,6604.0,6604.0,6604.0,6604.0,6604.0,6599.163278159748,6596.977285460624
174,2022-12-23 09:18:54,3.0,19806.0,6602.0,6602.0,6602.0,6602.0,6602.0,6599.213278159748,6597.0644569925325
175,2022-12-23 09:18:55,3.0,19812.0,6604.0,6604.0,6604.0,6604.0,6604.0,6599.266611493082,6597.1847108598895
176,2022-12-23 09:18:56,11.0,72620.0,6601.818181818182,6602.0,6601.0,6602.0,6601.0,6599.243581190052,6597.264973726499
177,2022-12-23 09:18:57,2.0,13204.0,6602.0,6602.0,6602.0,6602.0,6602.0,6599.217390713862,6597.346919650754
178,2022-12-23 09:19:02,6.0,39601.0,6600.166666666667,6600.0,6599.0,6601.0,6599.0,6599.186835158306,6597.395674613586
179,2022-12-23 09:19:04,3.0,19806.0,6602.0,6602.0,6602.0,6602.0,6602.0,6599.153501824972,6597.47521455367
180,2022-12-23 09:19:06,12.0,79240.0,6603.333333333333,6603.0,6603.0,6604.0,6604.0,6599.159057380529,6597.5763246950655
181,2022-12-23 09:19:07,20.0,132091.0,6604.55,6605.0,6604.0,6605.0,6605.0,6599.196001824972,6597.696584961678
182,2022-12-23 09:19:09,49.0,323622.0,6604.530612244898,6604.0,6603.0,6606.0,6605.0,6599.238178695721,6597.81433675395
183,2022-12-23 09:19:10,18.0,118849.0,6602.722222222223,6603.0,6602.0,6604.0,6603.0,6599.283549066091,6597.898829997347
184,2022-12-23 09:19:11,4.0,26416.0,6604.0,6604.0,6604.0,6604.0,6604.0,6599.371049066091,6598.003780297225
185,2022-12-23 09:19:12,8.0,52840.0,6605.0,6605.0,6605.0,6605.0,6605.0,6599.450215732757,6598.124029756106
186,2022-12-23 09:19:13,4.0,26418.0,6604.5,6604.0,6604.0,6605.0,6605.0,6599.50854906609,6598.2335315251285
187,2022-12-23 09:19:14,2.0,13210.0,6605.0,6605.0,6605.0,6605.0,6605.0,6599.575215732757,6598.34964911117
188,2022-12-23 09:19:16,31.0,204704.0,6603.354838709677,6603.0,6601.0,6605.0,6605.0,6599.635296377919,6598.435475999108
189,2022-12-23 09:19:18,1.0,6604.0,6604.0,6604.0,6604.0,6604.0,6604.0,6599.701963044586,6598.530822214209
190,2022-12-23 09:19:20,3.0,19809.0,6603.0,6603.0,6603.0,6603.0,6603.0,6599.759655352278,6598.607343328021
191,2022-12-23 09:19:21,1.0,6603.0,6603.0,6603.0,6603.0,6603.0,6603.0,6599.826322018945,6598.682499496771
192,2022-12-23 09:19:23,1.0,6603.0,6603.0,6603.0,6603.0,6603.0,6603.0,6599.909655352279,6598.75631692322
193,2022-12-23 09:19:29,3.0,19812.0,6604.0,6604.0,6604.0,6604.0,6604.0,6600.009655352278,6598.845906478823
194,2022-12-23 09:19:32,4.0,26418.0,6604.5,6605.0,6604.0,6605.0,6604.0,6600.151322018945,6598.942441211201
195,2022-12-23 09:19:33,1.0,6604.0,6604.0,6604.0,6604.0,6604.0,6604.0,6600.263822018945,6599.028732377218
196,2022-12-23 09:19:35,16.0,105649.0,6603.0625,6603.0,6603.0,6604.0,6604.0,6600.348197018945,6599.097509831549
197,2022-12-23 09:19:37,12.0,79237.0,6603.083333333333,6604.0,6602.0,6604.0,6604.0,6600.4162525745005,6599.165425198984
198,2022-12-23 09:19:39,3.0,19812.0,6604.0,6604.0,6604.0,6604.0,6604.0,6600.510697018945,6599.247749471822
199,2022-12-23 09:19:43,4.0,26417.0,6604.25,6604.0,6604.0,6605.0,6605.0,6600.614863685611,6599.332874929303
200,2022-12-23 09:19:44,5.0,33028.0,6605.6,6605.0,6605.0,6606.0,6606.0,6600.749863685612,6599.4394587959305
201,2022-12-23 09:19:45,1.0,6606.0,6606.0,6606.0,6606.0,6606.0,6606.0,6600.905419241167,6599.550964342903
202,2022-12-23 09:19:49,3.0,19815.0,6605.0,6605.0,6605.0,6605.0,6605.0,6601.005419241166,6599.643522494902
203,2022-12-23 09:19:51,3.0,19813.0,6604.333333333333,6605.0,6604.0,6605.0,6604.0,6601.110974796723,6599.723137149748
204,2022-12-23 09:19:52,1.0,6603.0,6603.0,6603.0,6603.0,6603.0,6603.0,6601.194308130056,6599.778733078317
205,2022-12-23 09:19:53,31.0,204737.0,6604.419354838709,6604.0,6604.0,6605.0,6605.0,6601.309630710702,6599.857421750879
206,2022-12-23 09:19:55,14.0,92467.0,6604.785714285715,6604.0,6604.0,6605.0,6604.0,6601.433142615463,6599.940941285305
207,2022-12-23 09:19:56,3.0,19813.0,6604.333333333333,6605.0,6604.0,6605.0,6604.0,6601.538698171018,6600.015337761079
208,2022-12-23 09:19:58,4.0,26414.0,6603.5,6604.0,6603.0,6604.0,6603.0,6601.630364837684,6600.074327395633
209,2022-12-23 09:19:59,2.0,13209.0,6604.5,6604.0,6604.0,6605.0,6605.0,6601.738698171018,6600.149206742552
210,2022-12-23 09:20:01,2.0,13210.0,6605.0,6605.0,6605.0,6605.0,6605.0,6601.872031504351,6600.231235702798
211,2022-12-23 09:20:03,9.0,59453.0,6605.888888888889,6605.0,6605.0,6606.0,6606.0,6602.075735208055,6600.326859569252
212,2022-12-23 09:20:04,5.0,33036.0,6607.2,6606.0,6606.0,6608.0,6608.0,6602.272401874722,6600.442968205832
213,2022-12-23 09:20:05,2.0,13218.0,6609.0,6609.0,6609.0,6609.0,6609.0,6602.489068541388,6600.587450793118
214,2022-12-23 09:20:06,3.0,19827.0,6609.0,6609.0,6609.0,6609.0,6609.0,6602.722401874722,6600.729424100789
215,2022-12-23 09:20:07,8.0,52864.0,6608.0,6608.0,6608.0,6608.0,6608.0,6602.905735208055,6600.852065815152
